xpath,module,type,enum,kind,description,default,platforms
 2 arp-timeout,^,,,c,,,A
 2 bfd,^,,,c,,,A
 2 cflowd-parameters,^,,,c,,,A
 3 sampling,^,,,c,,,A
 2 collect-stats,^,,,c,,,
 2 cpu-protection,^,,,c,,,P
 2 description,^,,,c,,,A
 2 dhcp,^,,,c,,,A
 3 description,^,,,c,,,A
 3 gi-address,^,,,c,,,A
 3 option,^,,,c,,,A
 4 action,^,,,c,,,A
 4 circuit-id,^,,,c,,,A
 4 remote-id,^,,,c,,,A
 4 vendor-specific-option,^,,,c,,,A
 5 client-mac-address,^,,,c,,,A
 5 pool-name,^,,,c,,,A
 5 port-id,^,,,c,,,A
 5 service-id,^,,,c,,,A
 5 string,^,,,c,,,A
 5 system-id,^,,,c,,,A
 3 python-policy,^,,,c,,,A
 3 relay-plain-bootp,^,,,c,,,A
 3 release-include-gi-address,^,,,c,,,B
 3 server,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 trusted,^,,,c,,,A
 2 dist-cpu-protection,^,,,c,,,A
 2 egress,^,,,c,,,A
 3 agg-rate,^,,,c,,,
 4 rate,^,,,c,,,
 3 burst-limit,^,,,c,,,
 3 egress-remark-policy,^,,,c,,,
 3 filter,^,,,c,,,A
 3 percent-agg-rate,^,,,c,,,
 4 rate,^,,,c,,,
 3 vlan-qos-policy,^,,,c,,,
 2 enable-ingress-stats,^,,,c,,,A
 2 enable-mac-accounting,^,,,c,,,A
 2 eth-cfm,^,,,c,,,C
 3 mep,^,,,c,,,C
 4 alarm-notification,^,,,c,,,C
 5 fng-alarm-time,^,,,c,,,C
 5 fng-reset-time,^,,,c,,,C
 4 ccm-enable,^,,,c,,,C
 4 ccm-ltm-priority,^,,,c,,,C
 4 ccm-padding-size,^,,,c,,,C
 4 ccm-tlv-ignore,^,,,c,,,C
 4 collect-lmm-fc-stats,^,,,c,,,C
 5 fc,^,,,c,,,C
 5 fc-in-profile,^,,,c,,,C
 4 collect-lmm-stats,^,,,c,,,C
 4 description,^,,,c,,,C
 4 eth-test-enable,^,,,c,,,C
 5 bit-error-threshold,^,,,c,,,C
 5 test-pattern,^,,,c,,,C
 4 facility-fault,^,,,c,,,C
 4 grace,^,,,c,,,C
 5 eth-ed,^,,,c,,,C
 6 max-rx-defect-window,^,,,c,,,C
 6 priority,^,,,c,,,C
 6 rx-eth-ed,^,,,c,,,C
 6 tx-eth-ed,^,,,c,,,C
 5 eth-vsm-grace,^,,,c,,,C
 6 rx-eth-vsm-grace,^,,,c,,,C
 6 tx-eth-vsm-grace,^,,,c,,,C
 4 install-mep,^,,,c,,,
 4 lbm-svc-act-responder,^,,,c,,,C
 4 low-priority-defect,^,,,c,,,C
 4 mac-address,^,,,c,,,C
 4 one-way-delay-threshold,^,,,c,,,C
 4 shutdown,^,,,c,,,C
 2 external-reference,^,,,c,,,C
 3 openconfig,^,,,c,,,C
 4 subinterface,^,,,c,,,C
 2 gre-termination,^,,,c,,,C
 2 group-encryption,^,,,c,,,V
 3 encryption-keygroup,^,,,c,,,V
 3 ip-exception,^,,,c,,,V
 2 hold-time,^,,,c,,,A
 3 down,^,,,c,,,A
 3 up,^,,,c,,,A
 2 icmp,^,,,c,,,A
 3 mask-reply,^,,,c,,,A
 3 param-problem,^,,,c,,,A
 3 redirects,^,,,c,,,A
 3 ttl-expired,^,,,c,,,A
 3 unreachables,^,,,c,,,A
 2 if-attribute,^,,,c,,,A
 3 admin-group,^,,,c,,,A
 3 delay,^,,,c,,,A
 4 delay-selection,^,,,c,,,C
 4 dynamic,^,,,c,,,C
 5 lag-ip-measurement,^,,,c,,,C
 6 lag-ip-measurement-template,^,,,c,,,C
 5 measurement-template,^,,,c,,,C
 5 twamp-light,^,,,c,,,C
 6 ipv4,^,,,c,,,C
 7 destination,^,,,c,,,C
 7 shutdown,^,,,c,,,C
 7 source,^,,,c,,,C
 6 ipv6,^,,,c,,,C
 7 destination,^,,,c,,,C
 7 shutdown,^,,,c,,,C
 7 source,^,,,c,,,C
 4 static,^,,,c,,,A
 3 srlg-group,^,,,c,,,A
 2 ingress,^,,,c,,,A
 3 destination-class-lookup,^,,,c,,,A
 3 filter,^,,,c,,,A
 3 ip-filter-pair,^,,,c,,,
 3 policy-accounting,^,,,c,,,J
 3 qos,^,,,c,,,
 2 ip-helper-address,^,,,c,,,A
 2 ip-mtu,^,,,c,,,A
 2 ip-mtu-profile,^,,,c,,,
 2 ipsec,^,,,c,,,V
 3 ip-exception,^,,,c,,,V
 3 ipsec-tunnel,^,,,c,,,V
 4 bfd-designate,^,,,c,,,V
 4 bfd-enable,^,,,c,,,V
 4 clear-df-bit,^,,,c,,,V
 4 copy-traffic-class-upon-decapsulation,^,,,c,,,V
 4 description,^,,,c,,,V
 4 dynamic-keying,^,,,c,,,V
 5 auto-establish,^,,,c,,,V
 5 cert,^,,,c,,,V
 6 cert-profile,^,,,c,,,V
 6 status-verify,^,,,c,,,V
 7 default-result,^,,,c,,,V
 7 primary,^,,,c,,,V
 6 trust-anchor-profile,^,,,c,,,V
 5 ike-policy,^,,,c,,,V
 5 local-id,^,,,c,,,V
 5 ppk,^,,,c,,,V
 5 pre-shared-key,^,,,c,,,V
 5 transform,^,,,c,,,V
 4 encapsulated-ip-mtu,^,,,c,,,V
 4 icmp-generation,^,,,c,,,V
 5 frag-required,^,,,c,,,V
 6 interval,^,,,c,,,V
 6 message-count,^,,,c,,,V
 4 icmp6-generation,^,,,c,,,V
 5 pkt-too-big,^,,,c,,,V
 6 interval,^,,,c,,,V
 6 message-count,^,,,c,,,V
 4 ip-mtu,^,,,c,,,V
 4 local-gateway-address,^,,,c,,,V
 4 manual-keying,^,,,c,,,V
 5 security-association,^,,,c,,,V
 4 max-history-esp-key-records,^,,,c,,,V
 4 max-history-ike-key-records,^,,,c,,,V
 4 pmtu-discovery-aging,^,,,c,,,V
 4 private-tcp-mss-adjust,^,,,c,,,V
 4 propagate-pmtu-v4,^,,,c,,,V
 4 propagate-pmtu-v6,^,,,c,,,V
 4 public-tcp-mss-adjust,^,,,c,,,V
 4 remote-gateway-address,^,,,c,,,V
 4 replay-window,^,,,c,,,V
 4 security-policy,^,,,c,,,V
 4 shutdown,^,,,c,,,V
 3 ipv6-exception,^,,,c,,,V
 3 shutdown,^,,,c,,,V
 2 ipv6,^,,,c,,,A
 3 address,^,,,c,,,A
 3 bfd,^,,,c,,,A
 3 dad-disable,^,,,c,,,A
 3 forward-ipv4-packets,^,,,c,,,A
 3 icmp6,^,,,c,,,A
 4 packet-too-big,^,,,c,,,A
 4 param-problem,^,,,c,,,A
 4 redirects,^,,,c,,,A
 4 time-exceeded,^,,,c,,,A
 4 unreachables,^,,,c,,,A
 3 link-local-address,^,,,c,,,A
 3 local-dhcp-server,^,,,c,,,B
 3 local-proxy-nd,^,,,c,,,A
 3 nd-host-route,^,,,c,,,
 4 populate,^,,,c,,,
 3 nd-learn-unsolicited,^,,,c,,,A
 3 nd-proactive-refresh,^,,,c,,,A
 3 neighbor,^,,,c,,,A
 3 neighbor-limit,^,,,c,,,A
 3 proxy-nd-policy,^,,,c,,,A
 3 qos-route-lookup,^,,,c,,,C
 3 reachable-time,^,,,c,,,A
 3 secure-nd,^,,,c,,,A
 4 allow-unsecured-msgs,^,,,c,,,A
 4 link-local-modifier,^,,,c,,,A
 4 public-key-min-bits,^,,,c,,,A
 4 security-parameter,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 3 stale-time,^,,,c,,,A
 3 tcp-mss,^,,,c,,,A
 3 urpf-check,^,,,c,,,A
 4 ignore-default,^,,,c,,,A
 4 mode,^,,,c,,,A
 3 vrrp,^,,,c,,,A
 4 backup,^,,,c,,,A
 4 bfd-enable,^,,,c,,,A
 4 init-delay,^,,,c,,,A
 4 mac,^,,,c,,,A
 4 master-int-inherit,^,,,c,,,A
 4 message-interval,^,,,c,,,A
 4 ntp-reply,^,,,c,,,A
 4 oper-group,^,,,c,,,A
 4 ping-reply,^,,,c,,,A
 4 policy,^,,,c,,,A
 4 preempt,^,,,c,,,A
 4 priority,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 4 standby-forwarding,^,,,c,,,A
 4 telnet-reply,^,,,c,,,A
 4 traceroute-reply,^,,,c,,,A
 2 lag-link-map-profile,^,,,c,,,A
 2 lag-per-link-hash,^,,,c,,,A
 2 ldp-sync-timer,^,,,c,,,A
 2 load-balancing,^,,,c,,,A
 3 egr-ip-load-balancing,^,,,c,,,A
 3 flow-label-load-balancing,^,,,c,,,A
 3 lsr-load-balancing,^,,,c,,,A
 3 spi-load-balancing,^,,,c,,,A
 3 teid-load-balancing,^,,,c,,,A
 2 local-dhcp-server,^,,,c,,,B
 2 local-proxy-arp,^,,,c,,,A
 2 loopback,^,,,c,,,A
 2 mac,^,,,c,,,A
 2 network-domain,^,,,c,,,A
 2 port,^,,,c,,,A
 2 proxy-arp-policy,^,,,c,,,A
 2 ptp-hw-assist,^,,,c,,,C
 2 qos,^,,,c,,,A
 2 qos-route-lookup,^,,,c,,,C
 2 remote-proxy-arp,^,,,c,,,A
 2 secondary,^,,,c,,,A
 2 shutdown,^,,,c,,,A
 2 static-arp,^,,,c,,,A
 2 strip-label,^,,,c,,,C
 2 tcp-mss,^,,,c,,,A
 2 tos-marking-state,^,,,c,,,A
 2 unnumbered,^,,,c,,,A
 2 untrusted,^,,,c,,,A
 2 urpf-check,^,,,c,,,A
 3 ignore-default,^,,,c,,,A
 3 mode,^,,,c,,,A
 2 urpf-selected-vprns,^,,,c,,,A
 2 vas-if-type,^,,,c,,,A
 2 vrrp,^,,,c,,,A
 3 authentication-key,^,,,c,,,A
 3 backup,^,,,c,,,A
 3 bfd-enable,^,,,c,,,A
 3 init-delay,^,,,c,,,A
 3 mac,^,,,c,,,A
 3 master-int-inherit,^,,,c,,,A
 3 message-interval,^,,,c,,,A
 3 ntp-reply,^,,,c,,,A
 3 oper-group,^,,,c,,,A
 3 ping-reply,^,,,c,,,A
 3 policy,^,,,c,,,A
 3 preempt,^,,,c,,,A
 3 priority,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 ssh-reply,^,,,c,,,A
 3 standby-forwarding,^,,,c,,,A
 3 telnet-reply,^,,,c,,,A
 3 traceroute-reply,^,,,c,,,A
  ip-fast-reroute,^,,,c,,,A
  ipsec,^,,,c,,,D
 2 multi-chassis-shunt-interface,^,,,c,,,D
 3 next-hop,^,,,c,,,D
 2 multi-chassis-shunting-profile,^,,,c,,,D
 3 peer,^,,,c,,,D
 4 multi-chassis-shunt-interface,^,,,c,,,D
 2 security-policy,^,,,c,,,V
 3 entry,^,,,c,,,V
 4 local-ip,^,,,c,,,V
 4 local-v6-ip,^,,,c,,,V
 4 remote-ip,^,,,c,,,V
 4 remote-v6-ip,^,,,c,,,V
  ipv6,^,,,c,,,A
 2 reachable-time,^,,,c,,,A
 2 stale-time,^,,,c,,,A
  ipv6-te-router-id,^,,,c,,,A
  isa-service-chaining,^,,,c,,,D
 2 nat-group,^,,,c,,,D
 2 vxlan-vtep-range,^,,,c,,,D
  isis,^,,,c,,,A
 2 advertise-passive-only,^,,,c,,,A
 2 advertise-router-capability,^,,,c,,,A
 2 advertise-tunnel-link,^,,,c,,,A
 2 all-l1isis,^,,,c,,,A
 2 all-l2isis,^,,,c,,,A
 2 area-id,^,,,c,,,A
 2 auth-keychain,^,,,c,,,A
 2 authentication-check,^,,,c,,,A
 2 authentication-key,^,,,c,,,A
 2 authentication-type,^,,,c,,,A
 2 csnp-authentication,^,,,c,,,A
 2 csnp-on-p2p,^,,,c,,,A
 2 database-export,^,,,c,,,A
 2 default-route-tag,^,,,c,,,A
 2 disable-ldp-sync,^,,,c,,,A
 2 entropy-label,^,,,c,,,A
 3 override-tunnel-elc,^,,,c,,,A
 2 export,^,,,c,,,A
 2 export-limit,^,,,c,,,A
 2 flexible-algorithms,^,,,c,,,A
 3 advertise-admin-group,^,,,c,,,A
 3 flex-algo,^,,,c,,,A
 4 advertise,^,,,c,,,A
 4 loopfree-alternates,^,,,c,,,A
 4 micro-loop-avoidance,^,,,c,,,A
 4 participate,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 graceful-restart,^,,,c,,,A
 3 helper-disable,^,,,c,,,A
 2 hello-authentication,^,,,c,,,A
 2 hello-padding,^,,,c,,,A
 2 ignore-attached-bit,^,,,c,,,A
 2 ignore-lsp-errors,^,,,c,,,A
 2 ignore-narrow-metric,^,,,c,,,A
 2 igp-shortcut,^,,,c,,,A
 3 allow-sr-over-srte,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 tunnel-next-hop,^,,,c,,,A
 4 family,^,,,c,,,A
 5 resolution,^,,,c,,,A
 5 resolution-filter,^,,,c,,,A
 6 rsvp,^,,,c,,,A
 6 sr-te,^,,,c,,,A
 2 iid-tlv-enable,^,,,c,,,A
 2 import,^,,,c,,,A
 2 interface,^,,,c,,,A
 3 adjacency-set,^,,,c,,,A
 3 bfd-enable,^,,,c,,,A
 3 csnp-interval,^,,,c,,,A
 3 default-instance,^,,,c,,,A
 3 delay-normalization,^,,,c,,,A
 4 delay-tolerance-interval,^,,,c,,,A
 4 minimum-delay,^,,,c,,,A
 3 flex-algo,^,,,c,,,A
 4 ipv4-node-sid,^,,,c,,,A
 4 ipv6-node-sid,^,,,c,,,A
 3 hello-auth-keychain,^,,,c,,,A
 3 hello-authentication,^,,,c,,,A
 3 hello-authentication-key,^,,,c,,,A
 3 hello-authentication-type,^,,,c,,,A
 3 hello-padding,^,,,c,,,A
 3 interface-type,^,,,c,,,A
 3 ipv4-adjacency-sid,^,,,c,,,A
 3 ipv4-multicast-disable,^,,,c,,,A
 3 ipv4-node-sid,^,,,c,,,A
 3 ipv6-adjacency-sid,^,,,c,,,A
 3 ipv6-multicast-disable,^,,,c,,,A
 3 ipv6-node-sid,^,,,c,,,A
 3 ipv6-unicast-disable,^,,,c,,,A
 3 level,^,,,c,,,A
 4 hello-auth-keychain,^,,,c,,,A
 4 hello-authentication-key,^,,,c,,,A
 4 hello-authentication-type,^,,,c,,,A
 4 hello-interval,^,,,c,,,A
 4 hello-multiplier,^,,,c,,,A
 4 hello-padding,^,,,c,,,A
 4 ipv4-multicast-metric,^,,,c,,,A
 4 ipv6-multicast-metric,^,,,c,,,A
 4 ipv6-unicast-metric,^,,,c,,,A
 4 metric,^,,,c,,,A
 4 passive,^,,,c,,,A
 4 priority,^,,,c,,,A
 4 sd-offset,^,,,c,,,A
 4 sf-offset,^,,,c,,,A
 3 level-capability,^,,,c,,,A
 3 lfa-policy-map,^,,,c,,,A
 3 load-balancing-weight,^,,,c,,,A
 3 loopfree-alternate-exclude,^,,,c,,,A
 3 lsp-pacing-interval,^,,,c,,,A
 3 mesh-group,^,,,c,,,A
 3 passive,^,,,c,,,A
 3 retransmit-interval,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 sid-protection,^,,,c,,,A
 3 tag,^,,,c,,,A
 2 ipv4-multicast-routing,^,,,c,,,A
 2 ipv4-routing,^,,,c,,,A
 2 ipv6-multicast-routing,^,,,c,,,A
 2 ipv6-routing,^,,,c,,,A
 2 ldp-over-rsvp,^,,,c,,,A
 2 level,^,,,c,,,A
 3 advertise-router-capability,^,,,c,,,A
 3 auth-keychain,^,,,c,,,A
 3 authentication-key,^,,,c,,,A
 3 authentication-type,^,,,c,,,A
 3 bier,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 4 template,^,,,c,,,A
 3 csnp-authentication,^,,,c,,,A
 3 database-export-exclude,^,,,c,,,A
 3 default-ipv4-multicast-metric,^,,,c,,,A
 3 default-ipv6-multicast-metric,^,,,c,,,A
 3 default-ipv6-unicast-metric,^,,,c,,,A
 3 default-metric,^,,,c,,,A
 3 external-preference,^,,,c,,,A
 3 hello-authentication,^,,,c,,,A
 3 hello-padding,^,,,c,,,A
 3 loopfree-alternate-exclude,^,,,c,,,A
 3 lsp-mtu-size,^,,,c,,,A
 3 preference,^,,,c,,,A
 3 psnp-authentication,^,,,c,,,A
 3 wide-metrics-only,^,,,c,,,A
 2 level-capability,^,,,c,,,A
 2 link-group,^,,,c,,,A
 3 description,^,,,c,,,A
 3 level,^,,,c,,,A
 4 ipv4-multicast-metric-offset,^,,,c,,,A
 4 ipv4-unicast-metric-offset,^,,,c,,,A
 4 ipv6-multicast-metric-offset,^,,,c,,,A
 4 ipv6-unicast-metric-offset,^,,,c,,,A
 4 member,^,,,c,,,A
 4 oper-members,^,,,c,,,A
 4 revert-members,^,,,c,,,A
 2 loopfree-alternates,^,,,c,,,A
 3 augment-route-table,^,,,c,,,A
 3 exclude,^,,,c,,,A
 4 prefix-policy,^,,,c,,,A
 3 multi-homed-prefix,^,,,c,,,A
 4 preference,^,,,c,,,A
 3 remote-lfa,^,,,c,,,A
 4 node-protect,^,,,c,,,A
 3 ti-lfa,^,,,c,,,A
 4 node-protect,^,,,c,,,A
 2 lsp-lifetime,^,,,c,,,A
 2 lsp-minimum-remaining-lifetime,^,,,c,,,A
 2 lsp-mtu-size,^,,,c,,,A
 2 lsp-refresh-interval,^,,,c,,,A
 2 mru-mismatch-detection,^,,,c,,,C
 2 multi-topology,^,,,c,,,A
 3 ipv4-multicast,^,,,c,,,A
 3 ipv6-multicast,^,,,c,,,A
 3 ipv6-unicast,^,,,c,,,A
 2 multicast-import,^,,,c,,,A
 2 overload,^,,,c,,,A
 2 overload-export-external,^,,,c,,,A
 2 overload-export-interlevel,^,,,c,,,A
 2 overload-fib-error-notify-only,^,,,c,,,A
 2 overload-include-locators,^,,,c,,,A
 2 overload-on-boot,^,,,c,,,A
 2 poi-tlv-enable,^,,,c,,,A
 2 prefix-attributes-tlv,^,,,c,,,A
 2 prefix-limit,^,,,c,,,A
 2 prefix-unreachable,^,,,c,,,A
 3 maximum-number-upas,^,,,c,,,A
 3 process-received-upa,^,,,c,,,A
 3 upa-lifetime,^,,,c,,,A
 3 upa-metric,^,,,c,,,A
 2 psnp-authentication,^,,,c,,,A
 2 reference-bandwidth,^,,,c,,,A
 2 rib-priority,^,,,c,,,A
 2 router-id,^,,,c,,,A
 2 segment-routing,^,,,c,,,A
 3 adj-sid-hold,^,,,c,,,A
 3 adjacency-set,^,,,c,,,A
 4 family,^,,,c,,,A
 4 parallel,^,,,c,,,A
 4 sid,^,,,c,,,A
 3 adjacency-sid,^,,,c,,,A
 4 allocate-dual-sids,^,,,c,,,A
 3 class-forwarding,^,,,c,,,A
 3 egress-statistics,^,,,c,,,A
 4 adj-set,^,,,c,,,A
 4 adj-sid,^,,,c,,,A
 4 node-sid,^,,,c,,,A
 3 entropy-label,^,,,c,,,A
 3 export-tunnel-table,^,,,c,,,A
 3 ingress-statistics,^,,,c,,,A
 4 adj-set,^,,,c,,,A
 4 adj-sid,^,,,c,,,A
 4 node-sid,^,,,c,,,A
 3 mapping-server,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 4 sid-map,^,,,c,,,A
 3 maximum-sid-depth,^,,,c,,,A
 4 override-bmi,^,,,c,,,A
 4 override-erld,^,,,c,,,A
 3 micro-loop-avoidance,^,,,c,,,A
 3 multi-topology,^,,,c,,,A
 3 prefix-sid-range,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 3 srlb,^,,,c,,,A
 3 tunnel-mtu,^,,,c,,,A
 3 tunnel-table-pref,^,,,c,,,A
 2 segment-routing-v6,^,,,c,,,G
 3 adj-sid-hold,^,,,c,,,G
 3 locator,^,,,c,,,G
 4 level,^,,,c,,,G
 5 metric,^,,,c,,,G
 4 level-capability,^,,,c,,,G
 4 multi-topology,^,,,c,,,G
 4 tag,^,,,c,,,G
 3 micro-segment-locator,^,,,c,,,G
 4 level,^,,,c,,,G
 5 metric,^,,,c,,,G
 4 level-capability,^,,,c,,,G
 4 multi-topology,^,,,c,,,G
 4 tag,^,,,c,,,G
 3 shutdown,^,,,c,,,G
 2 shutdown,^,,,c,,,A
 2 standard-multi-instance,^,,,c,,,A
 2 strict-adjacency-check,^,,,c,,,A
 2 summary-address,^,,,c,,,A
 2 suppress-attached-bit,^,,,c,,,A
 2 system-id,^,,,c,,,A
 2 timers,^,,,c,,,A
 3 lsp-wait,^,,,c,,,A
 3 spf-wait,^,,,c,,,A
 2 traffic-engineering,^,,,c,,,A
 2 traffic-engineering-options,^,,,c,,,A
 3 advertise-delay,^,,,c,,,A
 3 application-link-attributes,^,,,c,,,A
 4 legacy,^,,,c,,,A
 3 ipv6,^,,,c,,,A
 2 unicast-import-disable,^,,,c,,,A
  l2tp,^,,,c,,,B
 2 avp-hiding,^,,,c,,,B
 2 calling-number-format,^,,,c,,,B
 2 challenge,^,,,c,,,B
 2 cisco-nas-port,^,,,c,,,B
 2 destruct-timeout,^,,,c,,,B
 2 df-bit-lac,^,,,c,,,B
 2 eth-tunnel,^,,,c,,,B
 3 reconnect-timeout,^,,,c,,,B
 2 exclude-avps,^,,,c,,,B
 2 failover,^,,,c,,,B
 3 recovery-max-session-lifetime,^,,,c,,,B
 3 recovery-method,^,,,c,,,B
 3 recovery-time,^,,,c,,,B
 3 track-srrp,^,,,c,,,B
 2 group,^,,,c,,,B
 3 avp-hiding,^,,,c,,,B
 3 challenge,^,,,c,,,B
 3 description,^,,,c,,,B
 3 destruct-timeout,^,,,c,,,B
 3 df-bit-lac,^,,,c,,,B
 3 eth-tunnel,^,,,c,,,B
 4 reconnect-timeout,^,,,c,,,B
 3 failover,^,,,c,,,B
 4 recovery-method,^,,,c,,,B
 4 recovery-time,^,,,c,,,B
 3 hello-interval,^,,,c,,,B
 3 idle-timeout,^,,,c,,,B
 3 l2tpv3,^,,,c,,,B
 4 cookie-length,^,,,c,,,B
 4 digest-type,^,,,c,,,B
 4 nonce-length,^,,,c,,,B
 4 password,^,,,c,,,B
 4 private-tcp-mss-adjust,^,,,c,,,B
 4 public-tcp-mss-adjust,^,,,c,,,B
 4 pw-cap-list,^,,,c,,,B
 4 rem-router-id,^,,,c,,,B
 4 track-password-change,^,,,c,,,B
 3 lns-group,^,,,c,,,B
 3 load-balance-method,^,,,c,,,B
 3 local-address,^,,,c,,,B
 3 local-name,^,,,c,,,B
 3 max-retries-estab,^,,,c,,,B
 3 max-retries-not-estab,^,,,c,,,B
 3 mlppp,^,,,c,,,I
 4 endpoint,^,,,c,,,I
 4 interleave,^,,,c,,,I
 4 max-fragment-delay,^,,,c,,,I
 4 max-links,^,,,c,,,I
 4 reassembly-timeout,^,,,c,,,I
 4 short-sequence-numbers,^,,,c,,,I
 4 shutdown,^,,,c,,,I
 3 password,^,,,c,,,B
 3 ppp,^,,,c,,,B
 4 authentication,^,,,c,,,B
 4 authentication-policy,^,,,c,,,B
 4 chap-challenge-length,^,,,c,,,B
 4 default-group-interface,^,,,c,,,B
 4 ipcp-subnet-negotiation,^,,,c,,,B
 4 keepalive,^,,,c,,,B
 4 lcp-force-ack-accm,^,,,c,,,B
 4 lcp-ignore-magic-numbers,^,,,c,,,B
 4 mtu,^,,,c,,,B
 4 proxy-authentication,^,,,c,,,B
 4 proxy-lcp,^,,,c,,,B
 4 reject-disabled-ncp,^,,,c,,,B
 4 user-db,^,,,c,,,B
 3 radius-accounting-policy,^,,,c,,,B
 3 receive-window-size,^,,,c,,,B
 3 session-assign-method,^,,,c,,,B
 3 session-limit,^,,,c,,,B
 3 shutdown,^,,,c,,,B
 3 tunnel,^,,,c,,,B
 4 auto-establish,^,,,c,,,B
 4 avp-hiding,^,,,c,,,B
 4 challenge,^,,,c,,,B
 4 description,^,,,c,,,B
 4 destruct-timeout,^,,,c,,,B
 4 df-bit-lac,^,,,c,,,B
 4 failover,^,,,c,,,B
 5 recovery-method,^,,,c,,,B
 5 recovery-time,^,,,c,,,B
 4 hello-interval,^,,,c,,,B
 4 idle-timeout,^,,,c,,,B
 4 l2tpv3,^,,,c,,,B
 5 private-tcp-mss-adjust,^,,,c,,,B
 5 public-tcp-mss-adjust,^,,,c,,,B
 4 lns-group,^,,,c,,,B
 4 load-balance-method,^,,,c,,,B
 4 local-address,^,,,c,,,B
 4 local-name,^,,,c,,,B
 4 max-retries-estab,^,,,c,,,B
 4 max-retries-not-estab,^,,,c,,,B
 4 mlppp,^,,,c,,,I
 5 admin-state,^,,,c,,,I
 5 endpoint,^,,,c,,,I
 5 interleave,^,,,c,,,I
 5 max-fragment-delay,^,,,c,,,I
 5 max-links,^,,,c,,,I
 5 reassembly-timeout,^,,,c,,,I
 5 short-sequence-numbers,^,,,c,,,I
 4 password,^,,,c,,,B
 4 peer,^,,,c,,,B
 4 ppp,^,,,c,,,B
 5 authentication,^,,,c,,,B
 5 authentication-policy,^,,,c,,,B
 5 chap-challenge-length,^,,,c,,,B
 5 default-group-interface,^,,,c,,,B
 5 ipcp-subnet-negotiation,^,,,c,,,B
 5 keepalive,^,,,c,,,B
 5 lcp-force-ack-accm,^,,,c,,,B
 5 lcp-ignore-magic-numbers,^,,,c,,,B
 5 mtu,^,,,c,,,B
 5 proxy-authentication,^,,,c,,,B
 5 proxy-lcp,^,,,c,,,B
 5 reject-disabled-ncp,^,,,c,,,B
 5 user-db,^,,,c,,,B
 4 preference,^,,,c,,,B
 4 radius-accounting-policy,^,,,c,,,B
 4 receive-window-size,^,,,c,,,B
 4 remote-name,^,,,c,,,B
 4 session-limit,^,,,c,,,B
 4 shutdown,^,,,c,,,B
 2 group-session-limit,^,,,c,,,B
 2 hello-interval,^,,,c,,,B
 2 idle-timeout,^,,,c,,,B
 2 ignore-avps,^,,,c,,,B
 2 l2tpv3,^,,,c,,,B
 3 cookie-length,^,,,c,,,B
 3 digest-type,^,,,c,,,B
 3 nonce-length,^,,,c,,,B
 3 password,^,,,c,,,B
 3 private-tcp-mss-adjust,^,,,c,,,B
 3 public-tcp-mss-adjust,^,,,c,,,B
 3 transport-type,^,,,c,,,B
 2 local-address,^,,,c,,,B
 2 local-name,^,,,c,,,B
 2 max-retries-estab,^,,,c,,,B
 2 max-retries-not-estab,^,,,c,,,B
 2 next-attempt,^,,,c,,,B
 2 password,^,,,c,,,B
 2 peer-address-change-policy,^,,,c,,,B
 2 radius-accounting-policy,^,,,c,,,B
 2 receive-window-size,^,,,c,,,B
 2 replace-result-code,^,,,c,,,B
 2 rtm-debounce-time,^,,,c,,,B
 2 session-assign-method,^,,,c,,,B
 2 session-limit,^,,,c,,,B
 2 shutdown,^,,,c,,,B
 2 tunnel-selection-blacklist,^,,,c,,,B
 3 add-tunnel,^,,,c,,,B
 3 max-list-length,^,,,c,,,B
 3 max-time,^,,,c,,,B
 3 timeout-action,^,,,c,,,B
 2 tunnel-session-limit,^,,,c,,,B
  ldp,^,,,c,,,A
 2 aggregate-prefix-match,^,,,c,,,A
 3 prefix-exclude,^,,,c,,,A
 3 shutdown,^,,,c,,,A
 2 class-forwarding,^,,,c,,,A
 2 consider-system-ip-in-gep,^,,,c,,,A
 2 egress-statistics,^,,,c,,,A
 3 fec-prefix,^,,,c,,,A
 4 accounting-policy,^,,,c,,,A
 4 collect-stats,^,,,c,,,A
 4 shutdown,^,,,c,,,A
 2 entropy-label-capability,^,,,c,,,A
 2 export,^,,,c,,,A
 2 export-tunnel-table,^,,,c,,,A
 2 fast-reroute,^,,,c,,,A
 2 fec-originate,^,,,c,,,A
 2 generate-basic-fec-only,^,,,c,,,A
 2 graceful-restart,^,,,c,,,A
 3 maximum-recovery-time,^,,,c,,,A
 3 neighbor-liveness-time,^,,,c,,,A
 2 implicit-null-label,^,,,c,,,A
 2 import,^,,,c,,,A
 2 import-mcast-policy,^,,,c,,,A
 2 import-pmsi-routes,^,,,c,,,A
 3 mvpn,^,,,c,,,A
 3 mvpn-no-export-community,^,,,c,,,A
 2 import-tunnel-table,^,,,c,,,A
 2 interface-parameters,^,,,c,,,A
